0_names,0_scores,0_pvals_adj,0_logfoldchanges,1_names,1_scores,1_pvals_adj,1_logfoldchanges,2_names,2_scores,2_pvals_adj,2_logfoldchanges,3_names,3_scores,3_pvals_adj,3_logfoldchanges,4_names,4_scores,4_pvals_adj,4_logfoldchanges,5_names,5_scores,5_pvals_adj,5_logfoldchanges,6_names,6_scores,6_pvals_adj,6_logfoldchanges,7_names,7_scores,7_pvals_adj,7_logfoldchanges
MALAT1,14.286204,3.5517793107666076e-44,,ATP6V0B,14.502153,1.2985030037071081e-45,,LY86,10.536146,8.497124814338088e-24,,GNLY,4.1943398,0.0021737452854704293,,SLC7A7,8.392008,3.682039352378927e-15,,PLEKHF1,6.428685,9.145907673957631e-09,,RPL11,5.3218513,1.5651704487014934e-05,,CD302,3.756273,0.012254665157014524,
RPL10,14.076421,6.992630453606682e-43,,PRELID1,14.36284,9.484511832798096e-45,,RPS21,10.52816,9.15330445777287e-24,,MT-ND2,4.193887,0.0021737452854704293,,MT2A,8.326555,6.376535445942782e-15,,XCL1,6.377163,1.2558310949562542e-08,,RPL18A,5.285299,1.8913239975691086e-05,,RGS1,3.7524536,0.012378811241361865,
RPS8,14.0743685,7.13002085261743e-43,,CTSH,14.259518,4.1263140586312297e-44,,MT-CO1,10.478098,1.524103739942819e-23,,GZMB,4.181774,0.002279700113932475,,CTSL,8.245857,1.2493520324670944e-14,,NCR3,6.3727703,1.2858186226425795e-08,,RGS10,5.1779633,3.2727089967602555e-05,,PYCARD,3.7232456,0.013832017822749391,
RPS7,14.035482,1.211845552441536e-42,,ALDH2,14.170719,1.4558709105139516e-43,,RPLP1,10.381892,4.111097818965541e-23,,ARPC5L,4.1720014,0.0023661435049080718,,NAAA,8.193312,1.9149511889805978e-14,,SEPT7,6.3325653,1.645123989460134e-08,,RPL27,5.1195273,4.421711550356858e-05,,ARF5,3.692914,0.015512142486238908,
HSPA8,13.9399,4.550904447355094e-42,,NFKBIA,13.807945,2.353559182360553e-41,,RPS15,10.331164,6.848734596499038e-23,,SEPT7,4.164228,0.002420543265888313,,LYZ,8.183249,2.0705136771507852e-14,,GPR56,6.33148,1.6485372823955192e-08,,RPL35,5.100334,4.843529360534781e-05,,YIF1B,3.6547189,0.01774302050047256,
EEF1B2,13.939394,4.550904447355094e-42,,FPR1,13.713668,8.480146215069226e-41,,EEF1B2,10.316708,7.884771807190536e-23,,DDX5,4.155172,0.002490303620359154,,CSTB,8.152048,2.666874661234685e-14,,CHST12,6.317527,1.795535081849483e-08,,NOSIP,5.0266175,6.985837182545704e-05,,GNB2,3.646518,0.018227124324738195,
RPL27,13.813716,2.5796644749002125e-41,,CAPG,13.606301,3.6245706451518525e-40,,MT-CO3,10.300994,9.19591952697859e-23,,PIM1,4.1415873,0.0026278332546863354,,S100A6,8.149914,2.6996945021721332e-14,,CCND3,6.206162,3.614522085435469e-08,,CD27,5.016715,7.281217706889883e-05,,ZNF385A,3.6450577,0.01823974460421683,
RPL6,13.560183,8.296306999952765e-40,,APOBEC3A,13.588082,4.616382648271814e-40,,RPS16,10.288533,1.0269460133843869e-22,,LITAF,4.1292105,0.002710383247008569,,PLAUR,8.095996,4.165368353137595e-14,,ANXA6,6.2023892,3.6843802034556256e-08,,GZMM,4.969343,9.213068737895431e-05,,POMP,3.6392162,0.018566126758582626,
RPLP1,13.467236,2.857982237677342e-39,,TIMP1,13.514222,1.253825995846262e-39,,RPL3,10.261358,1.3485438589649931e-22,,SRGN,4.1200414,0.0027929708109768222,,CASP1,8.036692,6.697102840853788e-14,,CALM1,6.187661,4.026071595131076e-08,,GNB2L1,4.9382305,0.00010704327428263466,,GABARAP,3.618321,0.020031926250461157,
RPL7A,13.466349,2.8679880616823652e-39,,FKBP1A,13.303564,2.0729925773259924e-38,,LIMD2,10.2496,1.508972490550997e-22,,FYN,4.116985,0.0028151203659136466,,AP2S1,7.9933953,9.376399590569393e-14,,UCP2,6.1746387,4.351406722508794e-08,,RPL38,4.9219713,0.00011519319750003646,,FIBP,3.605402,0.02095216767832164,
TOMM7,13.234196,6.364397117523056e-38,,ISG15,13.283913,2.677470719213594e-38,,SNX2,10.144484,4.37136219782333e-22,,PPP2R5C,4.1053247,0.0029142029310197342,,TNFSF10,7.987297,9.8008386598966e-14,,MYL12A,6.0845647,7.62813798036777e-08,,PIK3IP1,4.906079,0.00012252292338578018,,UBL7,3.5876524,0.02232160970575614,
RPS2,13.185531,1.204826243179709e-37,,ATP5G2,13.249641,4.200953780789097e-38,,RPS9,10.103813,6.564836541997125e-22,,HSP90B1,4.091892,0.003072142032254969,,FAM110A,7.964328,1.1743458690367014e-13,,HAVCR2,6.043791,9.73787547875603e-08,,MT-ND4,4.9025335,0.00012356757449797406,,LSP1,3.580238,0.022853192174945313,
LCK,13.051595,6.938502842020899e-37,,HLA-DRB5,13.249101,4.2029720271605665e-38,,SNHG7,10.002579,1.8180778037771213e-21,,CFL1,4.062157,0.003440970047668752,,ARRB2,7.916356,1.7200365763979327e-13,,BIN2,6.03945,9.9565126978749e-08,,RPL23,4.834563,0.00017263945872072323,,C1orf162,3.5721498,0.023457086921422687,
HNRNPA1,12.980257,1.737279247830314e-36,,EIF4A1,13.137019,1.8348555057229085e-37,,RPS15A,9.858714,7.627564464816146e-21,,MT-CO3,4.061893,0.003440970047668752,,APOBEC3A,7.8955717,2.0220297178072384e-13,,ARL4C,5.973613,1.4733407794065524e-07,,IFITM1,4.8139024,0.00018817695353138056,,CCDC88A,3.5652971,0.02384820008659796,
ZFP36L2,12.871527,7.08581373312088e-36,,LINC00936,13.135395,1.862324205769723e-37,,EEF2,9.856865,7.701120096963766e-21,,TMBIM6,4.0195174,0.0039789332995533114,,SIGLEC10,7.8913536,2.080950298630414e-13,,ARPC2,5.932891,1.881070330663421e-07,,RPL24,4.806323,0.00019341970460713377,,ID1,3.5442898,0.025708677126213657,
MYL12A,12.778808,2.289337508284523e-35,,MNDA,13.073606,4.150112170811874e-37,,RPS4X,9.850469,8.135987067709708e-21,,HSP90AA1,4.0151024,0.0040340848040177684,,PRELID1,7.8621845,2.6146059311403545e-13,,CTSD,5.89496,2.3468647275043946e-07,,MT-CYB,4.802533,0.00019433607350308264,,SULF2,3.5210357,0.027939177820682493,
EVL,12.733766,4.049532639881437e-35,,IGSF6,13.027773,7.525374368628458e-37,,IRF8,9.848583,8.21859736659793e-21,,PLEK,3.9977448,0.004320168269954045,,STX11,7.8045573,4.107584115063918e-13,,PSME2,5.8760457,2.6021531088782623e-07,,PRKCQ-AS1,4.8017383,0.00019433607350308264,,SYK,3.5071056,0.02916699337399605,
RPL28,12.666405,9.503555550967918e-35,,SERF2,12.901964,3.808395372922276e-36,,ARPC3,9.7017975,3.3574774563039355e-20,,CD7,3.977293,0.004685903592276404,,CTSC,7.804151,4.107584115063918e-13,,PTGDR,5.7563605,5.192392326103018e-07,,RPL22,4.7860293,0.0002082975351129746,,ACAA1,3.5053082,0.029227417045995272,
RPL18A,12.62306,1.6371353781199763e-34,,LY86,12.808675,1.2566891995628907e-35,,GLTSCR2,9.315089,1.3368442457703037e-18,,ZAP70,3.9306536,0.005612489052836535,,LYST,7.799069,4.2551282793772e-13,,PPP1CA,5.71352,6.656277710540588e-07,,EVL,4.7772274,0.00021569670853646244,,LGALS3,3.495647,0.030165300050998243,
JUN,12.474481,1.0297936417683893e-33,,FGR,12.743573,2.883587761856351e-35,,MT-ND4,9.273567,1.9593790807117916e-18,,SRSF7,3.9231822,0.005761661459023321,,RHOG,7.753791,6.025331753654622e-13,,C1orf21,5.6780176,8.12493832161805e-07,,TMEM123,4.7571783,0.00023616679330026275,,NCF2,3.4610467,0.03416306316229262,
AQP3,12.308676,8.083993162905412e-33,,ASGR1,12.726725,3.556305587868139e-35,,EAF2,9.171816,5.0225344860567904e-18,,ITGB2,3.9085414,0.006092891572492646,,S100A4,7.7346325,6.971436409284266e-13,,C5orf56,5.6496983,9.542202207190003e-07,,RPL7,4.743731,0.00025021207477861156,,FDFT1,3.4401517,0.03674266590829654,
RPL12,12.282203,1.1137186464036696e-32,,CNPY3,12.44676,1.2178470265447203e-33,,TSPAN13,9.12974,7.299696847339651e-18,,GIMAP4,3.8924665,0.0064802027295417135,,ARPC1B,7.6911325,9.70885702410016e-13,,SH2D1B,5.4738393,2.5809745528240423e-06,,PABPC1,4.7278385,0.0002682774948795263,,CTSZ,3.4356582,0.037186101224839424,
TRAT1,12.221024,2.3514035528271339e-32,,HLA-DPA1,12.27203,1.0511593021746917e-32,,FCRLA,8.926458,4.56994230710557e-17,,ARL4C,3.872241,0.007009037567590391,,PTPN6,7.6632338,1.1954180806988643e-12,,CX3CR1,5.4206634,3.4651658521711067e-06,,EIF4A2,4.6537547,0.00037881373766690193,,AKIRIN2,3.43431,0.03720089930567636,
CD27,12.210688,2.651146138201751e-32,,C20orf24,12.237154,1.6066065688430426e-32,,PDLIM1,8.82197,1.159638122409639e-16,,TUBA4A,3.842167,0.007815238980195212,,ISG15,7.621919,1.639981754422473e-12,,TBX21,5.4015427,3.839352453485235e-06,,C6orf48,4.532055,0.0006566160696546148,,FGR,3.4255476,0.03824718225816189,
RPS4Y1,11.990542,3.8465614686390837e-31,,LAMTOR4,12.229892,1.7464995469683803e-32,,RPS12,8.56944,1.048614450268693e-15,,SH2D2A,3.7982066,0.009253570982813323,,GABARAP,7.613585,1.7409970788102107e-12,,GLIPR2,5.375187,4.426856317047145e-06,,CXCR4,4.458705,0.0009119412158015525,,CACNA2D3,3.4222898,0.0385332918801236,
PIK3IP1,11.963943,5.26428253716334e-31,,CTSD,12.173071,3.4889775391753505e-32,,HLA-DOB,8.446761,2.9980245850210244e-15,,AC092580.4,3.7100596,0.012742974452176361,,BLVRA,7.6034217,1.8744769599020197e-12,,TXNIP,5.350589,5.030491865977135e-06,,LCK,4.451064,0.0009342483629298302,,EPSTI1,3.4010577,0.041280763340432756,
RPL15,11.83976,2.299677676597244e-30,,LILRA5,11.994933,2.943237848130863e-31,,RPS25,8.417588,3.7917015353873214e-15,,GUK1,3.7045505,0.01296499024873755,,H3F3A,7.5998135,1.9183932413408748e-12,,AOAH,5.3457828,5.144305878221456e-06,,RPL26,4.450086,0.0009342483629298302,,RPS6KA4,3.3992603,0.041367524375074946,
RPL29,11.714918,9.972431324162851e-30,,BLVRA,11.954706,4.753437515563233e-31,,RPL28,8.370225,5.593388372025046e-15,,LCP1,3.6958716,0.013356440637514047,,HN1,7.498229,4.1453254166216066e-12,,NDUFB2,5.338496,5.311100970187673e-06,,CTSW,4.4140835,0.0010783967775630464,,SAT2,3.3952162,0.041796881781904764,
RPL26,11.677577,1.5378061856278514e-29,,PGLS,11.950183,4.991144542346538e-31,,NCF1,8.36834,5.643582173114911e-15,,KRTCAP2,3.6559489,0.01514642656422849,,OAS1,7.473176,4.97017644881658e-12,,KLRF1,5.3345685,5.405009403213311e-06,,PPA1,4.370318,0.0012988073802461834,,CYC1,3.3912842,0.042213572395107944,
RPL34,11.647507,2.1601398891690906e-29,,ODF3B,11.922729,6.903622658788518e-31,,PPAPDC1B,8.321975,8.238870533964452e-15,,SYNE2,3.6490812,0.015490334883344559,,CXCL16,7.435724,6.572420271812192e-12,,CAP1,5.3001513,6.503288416741859e-06,,RPL34,4.3520417,0.0014012765548020863,,FUOM,3.3851056,0.04298514985974713,
FOS,11.608165,3.4018850535660346e-29,,SERPINB1,11.874062,1.2299652991775033e-30,,RPL31,8.2503195,1.4838526744507876e-14,,PRR5,3.6370819,0.01616050413680924,,ATP6V0B,7.4153967,7.628338225284553e-12,,UBE2F,5.088997,1.9825404381308936e-05,,CARS,4.3134108,0.0016452214880947487,,TMEM219,3.3725238,0.044800674130693455,
SOD1,11.517194,9.624212072996204e-29,,FOSB,11.754941,5.046684979264369e-30,,CD40,8.238118,1.632064353929077e-14,,MT-ND4,3.6342518,0.016250306511290304,,RBX1,7.399135,8.583735826197609e-12,,LAMP1,5.0540113,2.3637592516791688e-05,,LEPROTL1,4.311332,0.001648461642940056,,BASP1,3.3475845,0.04881892529367374,
FXYD5,11.491885,1.2739414926294631e-28,,AGTRAP,11.720129,7.574271439770506e-30,,BLK,8.221664,1.8597072724436113e-14,,HSPA8,3.6154978,0.017201080517817158,,HLA-DRB1,7.3358164,1.3675150863903297e-11,,FCRL6,5.033909,2.6050027818197337e-05,,NACA,4.3069925,0.0016687646816783976,,PLSCR1,3.3282623,0.051944212000925645,
DDX5,11.463057,1.7554699653311914e-28,,GLRX,11.675666,1.2719650564759663e-29,,CYB561A3,8.213974,1.9695291095902356e-14,,STK17A,3.603121,0.01789187377157683,,CPPED1,7.331395,1.407036444092801e-11,,CYBA,4.942956,4.1220631140744595e-05,,RPL37,4.25363,0.0021054742846148364,,THRAP3,3.3279252,0.051944212000925645,
CCR7,11.309133,1.0135750727660276e-27,,ALDOA,11.647223,1.7668455934571264e-29,,SMIM14,8.210499,2.0138712862147874e-14,,CMC1,3.5896122,0.018613392885779238,,CKB,7.3202662,1.52194321663222e-11,,CFL1,4.9382534,4.206266360778585e-05,,AES,4.2077866,0.0025261614875281666,,SUMO3,3.3244426,0.05237059626679175,
GIMAP5,11.255933,1.832957270897493e-27,,HLA-DMA,11.540302,6.09272295470855e-29,,RPS28,8.195118,2.2736931425385967e-14,,SIT1,3.5722167,0.019653336273910034,,FCN1,7.3162007,1.5617417718721542e-11,,PSMB8,4.90673,4.8846771189315376e-05,,RPS7,4.18627,0.0027581228570574246,,ATP5C1,3.3210726,0.05277961186325316,
TMEM123,11.126379,7.758849727142598e-27,,CPVL,11.529059,6.869191617420019e-29,,RPL35A,8.171454,2.749058612148032e-14,,UBB,3.562104,0.02026226891083648,,NEAT1,7.272396,2.1336214547244553e-11,,BSG,4.900167,5.031363715978217e-05,,RPL41,4.1817474,0.0027772172456121463,,TAGLN2,3.3179271,0.05282635804874343,
CD7,11.052787,1.7556715347000912e-26,,STXBP2,11.515172,8.027983531146595e-29,,GNG7,8.144389,3.394659416458628e-14,,HMGB1,3.5565948,0.020556388597276296,,UNC119,7.2525773,2.448846055225246e-11,,DBI,4.889108,5.302073914795226e-05,,UBA52,4.181503,0.0027772172456121463,,PRDX3,3.3177023,0.05282635804874343,
RPL8,11.006301,2.92623253471691e-26,,VCAN,11.458702,1.527052165018299e-28,,PKIG,8.12886,3.8341168497258265e-14,,GYG1,3.5501423,0.02095319115320939,,LGALS9,7.2294044,2.8843519673876638e-11,,C9orf142,4.8163977,7.507921925697773e-05,,RPS9,4.1577864,0.003060379591243024,,PPT1,3.317253,0.05282635804874343,
LEF1,10.979042,3.934677088770234e-26,,STX11,11.41873,2.4079827224558157e-28,,FAIM3,8.03931,7.84176563905731e-14,,ZFP36L2,3.5484066,0.02100840973378949,,OAZ2,7.2292013,2.8843519673876638e-11,,DRAP1,4.806114,7.874912050911176e-05,,HSP90AB1,4.1529574,0.003104149370378908,,UQCRFS1,3.30557,0.0548464526124493,
TRAF3IP3,10.861445,1.419330040901665e-25,,PLBD1,11.380701,3.7076680790189106e-28,,SNX3,7.9754195,1.3016636806047411e-13,,SUN2,3.5105214,0.024052133235645614,,RHOB,7.220054,3.071871774869879e-11,,ASCL2,4.776141,8.976442368578577e-05,,RPL37A,4.1086416,0.0037129771450057007,,LAMTOR2,3.2995036,0.05581023316538536,
EIF4A2,10.845992,1.6613228227949323e-25,,TCEB2,11.307796,8.487721738306244e-28,,RPS20,7.959299,1.473757030204005e-13,,PSMB9,3.4999182,0.02470575527074357,,MAPKAPK3,7.2129397,3.222890511889715e-11,,CALR,4.681261,0.0001416693230356636,,RPS21,4.088959,0.003988221359088093,,CSTB,3.2882695,0.05784281574722947,
C6orf48,10.6348915,1.616257033806675e-24,,RHOG,11.2571535,1.5018245799889718e-27,,NACA,7.9337873,1.799430447915459e-13,,PSME1,3.499239,0.02470575527074357,,LGALS3,7.2049613,3.388254404897633e-11,,HSPA5,4.655577,0.00015823701968069407,,ACAP1,4.077468,0.00413498103152154,,CCDC50,3.2718682,0.060796492835888984,
MAL,10.615461,1.9790807545979455e-24,,C10orf54,11.189568,3.209259673579889e-27,,RPSAP58,7.829521,4.021659728388356e-13,,PPIA,3.4868245,0.025781904337326602,,ATG3,7.169033,4.3890154703957586e-11,,IL2RG,4.6519084,0.00016050617215424188,,LEF1,4.067688,0.004283993600369524,,ADRM1,3.2646785,0.06210311725334204,
PRDX2,10.54164,4.3262853032390054e-24,,HCK,11.132937,6.007101017358161e-27,,TSC22D3,7.802198,4.936896893766233e-13,,HSPA5,3.4358833,0.030676284019905534,,NCF2,7.162884,4.571160135467604e-11,,ABHD17A,4.5793014,0.00022449172137038926,,C12orf57,4.0614533,0.004371288863169117,,NDUFV3,3.2553544,0.06387961686448242,
CD3G,10.489708,7.421432359462274e-24,,H2AFY,11.102362,8.377380991838423e-27,,BTG1,7.791882,5.294595280812153e-13,,PRKCH,3.4075072,0.03367334960396417,,DRAP1,7.1031737,7.0254855897715e-11,,CD160,4.478272,0.0003570848235689846,,PTPRCAP,4.0522842,0.004516711211788495,,RAB7A,3.2376049,0.06719729690570463,
TCF7,10.463361,9.749930198967635e-24,,SMCO4,11.029106,1.8872213525221732e-26,,MARCH1,7.65079,1.5926413202407628e-12,,XBP1,3.38015,0.036334906329754,,CHCHD10,7.092502,7.55754456919812e-11,,ANXA1,4.458841,0.00038438383811864113,,AAK1,4.049228,0.004546574443567009,,PLEKHO1,3.234684,0.06761359273783223,
GNB2L1,10.334973,3.709221658507012e-23,,TGFBI,10.953079,4.3389243543672e-26,,CD72,7.607531,2.2019762993795e-12,,HNRNPA3,3.302078,0.046507116265407905,,GNG5,7.075529,8.507236741600317e-11,,SELT,4.413882,0.00047041572162013926,,SNRPD2,4.046294,0.004574396506087285,,PRELID1,3.22873,0.06875868782229733,
PABPC1,10.313668,4.6057252580293434e-23,,LY6E,10.93537,5.249396066129988e-26,,RPL7,7.575216,2.7936881446857096e-12,,C9orf16,3.284343,0.04901577563513512,,TBXAS1,7.037568,1.1085881113026637e-10,,CD164,4.3622556,0.0005924092503773762,,COMMD6,4.0191545,0.005006238586952293,,MRPL41,3.2132273,0.07228896536238914,
RGCC,10.205546,1.3881885297121888e-22,,HLA-DPB1,10.926102,5.785576642982899e-26,,RPL17,7.570853,2.872822154018749e-12,,S1PR5,3.2580044,0.053426799212254385,,POU2F2,7.0341635,1.1266835061785632e-10,,SUN2,4.2703214,0.0008805447230664788,,RPS24,4.015854,0.005045299780320209,,GNG5,3.208846,0.0731059481982838,
NACA,10.18224,1.7455588852576023e-22,,AMICA1,10.899125,7.747153217910772e-26,,RPLP0,7.545859,3.4424185040565173e-12,,TC2N,3.2521558,0.05408663297318094,,CAMK1,7.014548,1.2913193635731403e-10,,PRMT2,4.2123394,0.0011253477969435464,,RGCC,4.0074797,0.005182108349581092,,SERPINB6,3.205139,0.07375909928724475,
PEBP1,10.039208,7.359095648460324e-22,,APLP2,10.892436,8.297578857006104e-26,,P2RX5,7.542827,3.5038605388872468e-12,,PPP1R18,3.2499294,0.05408663297318094,,FCGR2A,6.9884787,1.5491422217428882e-10,,CHST2,4.1539435,0.00145037210159291,,S100B,4.006624,0.005182108349581092,,EIF4EBP1,3.1888497,0.07773449108678408,
B2M,10.01456,9.395967846757403e-22,,ASAH1,10.863038,1.1345127854374088e-25,,RPL36,7.533029,3.756320039847052e-12,,CXCR4,3.2340057,0.056401813894867,,RNH1,6.971963,1.735343616127166e-10,,FASLG,4.1472254,0.0014887589258399528,,COX7C,3.9906092,0.005511003501745205,,SNRPD1,3.1810985,0.0794621634652409,
CD69,9.872365,3.877792189793939e-21,,PLAUR,10.7877445,2.5685934220144018e-25,,UBA52,7.463444,6.316645694973158e-12,,PPIB,3.2291002,0.05691698667594541,,LYL1,6.9344597,2.2549422496920212e-10,,ITGB7,4.1393704,0.0015357038001187475,,MT-CO3,3.976856,0.005781035859469577,,SPG21,3.1768296,0.08007607230363174,
PRKCQ-AS1,9.791046,8.651564534106301e-21,,VAMP8,10.764621,3.286748887618493e-25,,RPL34,7.452204,6.841602894816613e-12,,RPS27A,3.1790648,0.06665325087312957,,HLA-DRB5,6.8820157,3.2501336024417216e-10,,SERF2,4.075342,0.0019940311691825003,,ST13,3.976367,0.005781035859469577,,AKR1A1,3.1723359,0.08100794122890839,
FYB,9.69364,2.233812364015082e-20,,MYL6,10.763857,3.2985033729441004e-25,,RPS29,7.400737,1.003945221970587e-11,,RORA,3.155028,0.0716892379273615,,MS4A4A,6.8812027,3.25566646610624e-10,,TMED9,4.0498652,0.002196261995791398,,FAU,3.9601078,0.0060964122153567704,,NAGK,3.1686287,0.08172897944971633,
FLT3LG,9.690397,2.2942406408092223e-20,,KLF4,10.755289,3.586035165041395e-25,,PLAC8,7.341838,1.5450673383528294e-11,,KLRB1,3.154009,0.07170641303396502,,TCIRG1,6.8791194,3.290472399852141e-10,,ARL6IP1,4.016378,0.002517048756125915,,IL32,3.9594355,0.0060964122153567704,,CDKN1A,3.166045,0.08213883697503566,
ITM2B,9.663088,2.966490262057416e-20,,ATP6V1F,10.718852,5.2230865789002e-25,,RPS24,7.2522874,2.989297399901845e-11,,AES,3.1458209,0.07303317853641199,,SLC11A1,6.82012,4.930777734166521e-10,,PRDX5,4.0065594,0.0026158360907238424,,MT-ND2,3.899655,0.007680620253483863,,CTSB,3.155822,0.08474427483212779,
SRSF5,9.622099,4.379056118915267e-20,,CCL3,10.603809,1.783347885972957e-24,,RPL6,7.249625,3.032509523285036e-11,,CCDC167,3.1265388,0.07725139866263137,,ADA,6.7654405,7.175787316387023e-10,,HNRNPA3,4.0017014,0.0026618953148391804,,GLTSCR2,3.8713543,0.008507268877867891,,REL,3.1539123,0.08497270956931761,
SPOCK2,9.421613,2.9716651311404187e-19,,TPI1,10.593649,1.9789869771031113e-24,,RPL23,7.2139826,3.881256765660321e-11,,KLRD1,3.1042757,0.0822710186054603,,CTSB,6.7400317,8.516242930126427e-10,,SLC9A3R1,4.000668,0.0026653230599178426,,RPS11,3.8706207,0.008507268877867891,,TUBA1B,3.151104,0.08513913872584633,
LEPROTL1,9.419967,2.9945270911603446e-19,,RBP7,10.574411,2.419274645954436e-24,,QRSL1,7.1634765,5.560277653639443e-11,,TMEM50A,3.1042378,0.0822710186054603,,BLOC1S1,6.732612,8.927157640335068e-10,,PTGER2,3.9933298,0.0027407743031631292,,STK17A,3.8576622,0.00892007485566095,,HMGN3,3.1327927,0.08994706318006791,
CALM1,9.325347,7.189838753735413e-19,,CARD16,10.380348,1.856953434771815e-23,,RPL4,7.14425,6.363896169079014e-11,,LSP1,3.0961628,0.08427993766320414,,CD300LF,6.7244816,9.40336906179275e-10,,RAMP1,3.9664576,0.003050059595940994,,HSPA8,3.8146303,0.010449224701316737,,CNPY3,3.1290855,0.09074594306605158,
IFITM1,9.273516,1.1651048274524187e-18,,BST1,10.316902,3.5704254676497496e-23,,SPIB,7.134415,6.800997591030576e-11,,SEC61B,3.0939364,0.08449326358702562,,PTP4A2,6.717316,9.839107807697606e-10,,LYAR,3.934004,0.0034823719058629473,,EIF3H,3.8010604,0.010975909785852169,,COTL1,3.1195366,0.09303726570792124,
LAT,9.157566,3.3701579985802427e-18,,ACTB,10.3012,4.1856391813168376e-23,,PLEKHF2,7.1086073,8.160155106880131e-11,,PDIA3,3.093559,0.08449326358702562,,ADRBK1,6.7029347,1.0816302355996286e-09,,FAM49B,3.909819,0.0038384795069228497,,RHOH,3.7997158,0.010975909785852169,,ATP5J2,3.1161666,0.09375605546493505,
CD40LG,9.025707,1.1180276596991213e-17,,MSRB1,10.044901,5.574608421317451e-22,,MEF2C,7.0706725,1.0679245182549615e-10,,ACTB,3.0683527,0.09082568300427378,,RNF130,6.6598926,1.4398556610851372e-09,,SERPINB1,3.9084754,0.0038482247002919797,,ATP6V1G1,3.7963538,0.011064625697391747,,CD63,3.076848,0.10586701501446899,
DNAJB1,8.936332,2.463027619971168e-17,,CTSZ,10.008528,7.989388335635265e-22,,RPS3,7.0685277,1.0791051388081141e-10,,LINC00152,3.064051,0.09185927276556752,,TNFSF13B,6.657199,1.460882131607188e-09,,SDF4,3.8974164,0.004016070791769247,,RPL29,3.7899358,0.011292412692279478,,APEX1,3.0523582,0.11447714695590162,
COX7C,8.903449,3.299738797640423e-17,,FOLR3,10.0077,8.023102130247536e-22,,EIF4A2,7.033477,1.3744671593683064e-10,,HNRNPK,3.008695,0.10936701839822828,,SPN,6.6229987,1.8354017584298047e-09,,KLRB1,3.892197,0.004091161254455219,,RPL6,3.7282605,0.014064580596091258,,ILF3,3.045393,0.1167329617011799,
GSTK1,8.867325,4.522038221537133e-17,,ANXA5,10.006618,8.0778628981072485e-22,,IGLL5,6.8397346,5.231109547231706e-10,,ANXA2R,2.9939408,0.11336846896383856,,MPEG1,6.5846825,2.3680484522236454e-09,,FLNA,3.8592782,0.0046694272596816,,SLC2A3,3.6712308,0.017422925386613324,,RNF181,3.0395515,0.11855240645551425,
ACAP1,8.844778,5.468341048192136e-17,,LAMTOR1,9.954765,1.3401280745932166e-21,,MT-CO2,6.806199,6.575563010541525e-10,,BUB3,2.9919033,0.11336846896383856,,FCGRT,6.5753827,2.5019369306339375e-09,,OPTN,3.8571596,0.004686987564251302,,JUN,3.6648128,0.017772165560042224,,YWHAE,3.0385404,0.11855240645551425,
GIMAP4,8.722115,1.6140722131578632e-16,,ZFP36,9.928711,1.7337654848893932e-21,,HMGN1,6.7705197,8.340239889976464e-10,,DHRS7,2.9693382,0.12073250518135105,,VMP1,6.5730453,2.5320304597039843e-09,,BZW1,3.8401575,0.004974069941906449,,DDX5,3.6566832,0.018249611571797157,,ERCC1,3.025172,0.12347156495716369,
C12orf57,8.717757,1.6701975410153863e-16,,FGL2,9.896797,2.3768295183549642e-21,,CYBA,6.713654,1.222092252461166e-09,,SRSF3,2.9559803,0.12534713885924373,,GSTO1,6.535745,3.23883924832223e-09,,FBXO6,3.8209336,0.005346749567715729,,CYTIP,3.6002035,0.02236212552411047,,IFITM3,3.016185,0.12673174249569963,
